# y+ ()       
# Time        	patch         	min           	max           	average       
0.00228577    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00228577    	propellerTip	3.259746e+00	1.442491e+02	2.187226e+01
0.00241847    	walls	1.180008e-01	2.689993e+01	7.386757e+00
0.00241847    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00241847    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00241847    	propellerTip	3.261588e+00	1.439696e+02	2.196342e+01
0.00255114    	walls	1.082390e-01	2.736939e+01	7.548634e+00
0.00255114    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00255114    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00255114    	propellerTip	3.270198e+00	1.434626e+02	2.204957e+01
0.00268375    	walls	1.449314e-01	2.782074e+01	7.706420e+00
0.00268375    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00268375    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00268375    	propellerTip	3.283817e+00	1.428221e+02	2.213339e+01
0.00281632    	walls	7.020572e-03	2.826849e+01	7.859983e+00
0.00281632    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00281632    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00281632    	propellerTip	3.303515e+00	1.421241e+02	2.221695e+01
0.0029489     	walls	2.084228e-01	2.870899e+01	8.010342e+00
0.0029489     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0029489     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0029489     	propellerTip	3.330014e+00	1.414177e+02	2.230023e+01
0.00308147    	walls	2.108074e-01	2.913561e+01	8.157074e+00
0.00308147    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00308147    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00308147    	propellerTip	3.361880e+00	1.406614e+02	2.238447e+01
0.00321393    	walls	1.466952e-01	2.954663e+01	8.300398e+00
0.00321393    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00321393    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00321393    	propellerTip	3.398241e+00	1.399416e+02	2.246794e+01
0.00334617    	walls	1.245942e-01	2.993003e+01	8.440650e+00
0.00334617    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00334617    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00334617    	propellerTip	3.439061e+00	1.393134e+02	2.255079e+01
0.00347818    	walls	6.817513e-02	3.030034e+01	8.577324e+00
0.00347818    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00347818    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00347818    	propellerTip	3.484737e+00	1.387582e+02	2.263177e+01
0.00360994    	walls	1.123092e-01	3.065634e+01	8.711328e+00
0.00360994    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00360994    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00360994    	propellerTip	3.505662e+00	1.383875e+02	2.271062e+01
0.00374152    	walls	2.463293e-01	3.100116e+01	8.842623e+00
0.00374152    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00374152    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00374152    	propellerTip	3.502575e+00	1.380169e+02	2.278668e+01
0.00387297    	walls	1.572839e-01	3.133543e+01	8.971042e+00
0.00387297    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00387297    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00387297    	propellerTip	3.525932e+00	1.376063e+02	2.285882e+01
0.00400435    	walls	1.327867e-01	3.165880e+01	9.097114e+00
0.00400435    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00400435    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00400435    	propellerTip	3.562966e+00	1.371266e+02	2.292639e+01
0.00413575    	walls	2.840031e-02	3.197155e+01	9.221021e+00
0.00413575    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00413575    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00413575    	propellerTip	3.597089e+00	1.364844e+02	2.298847e+01
0.0042672     	walls	9.217500e-02	3.236089e+01	9.343154e+00
0.0042672     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0042672     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0042672     	propellerTip	3.629456e+00	1.357149e+02	2.304072e+01
0.00439873    	walls	1.590798e-01	3.280023e+01	9.463185e+00
0.00439873    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00439873    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00439873    	propellerTip	3.661804e+00	1.347279e+02	2.307856e+01
0.00453036    	walls	2.326862e-01	3.323036e+01	9.581603e+00
0.00453036    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00453036    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00453036    	propellerTip	3.695187e+00	1.334699e+02	2.309975e+01
0.00466214    	walls	3.330185e-02	3.365147e+01	9.698150e+00
0.00466214    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00466214    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00466214    	propellerTip	3.729508e+00	1.320250e+02	2.309914e+01
0.0047941     	walls	3.038862e-01	3.406323e+01	9.813608e+00
0.0047941     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0047941     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0047941     	propellerTip	3.762624e+00	1.301806e+02	2.307127e+01
0.00492629    	walls	1.334307e-01	3.446504e+01	9.927403e+00
0.00492629    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00492629    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00492629    	propellerTip	3.795750e+00	1.279283e+02	2.301043e+01
